gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
TNK2,2,6,6,3,3,1,5,0.8333333333333334,1.0,-1.6628769577526363,-1.7849919591942915,2.0833184070662303,3.4920997758541157,2.934347170895492,norman;sciplex3
HPS4,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.7615850376004254,-1.9567080511544364,1.9530985143164792,3.4664431257907604,2.750932877339356,replogle;sciplex3
UBE2J1,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.646406987943247,-1.9358715301645293,1.9278219840103148,3.3499880951877454,2.715330966972522,replogle;sciplex3
ISL2,2,6,6,3,3,5,1,0.8333333333333334,1.0,1.4998141544507837,1.9590551050194,1.8421727141328421,2.495498017577088,2.5946942501356816,norman;sciplex3
NFKBIB,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.6188130748998553,-1.7924044226584208,1.7297543131265867,3.076471327652215,2.436353299549143,replogle;sciplex3
DOCK4,2,6,6,5,1,5,1,0.8333333333333334,1.0,0.6407273259889287,1.605317581276768,1.617386728250653,2.9299782067851727,2.278083923316164,dixit;sciplex3
RHOBTB1,2,6,6,3,3,1,5,0.8333333333333334,1.0,-1.1342321006495342,-1.147144762560357,1.5321629461536261,3.3696414244881248,2.1580465046281647,norman;sciplex3
RNF14,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.4077545212190075,-1.198243858765633,1.52376732753398,3.2380660137704367,2.146221303227881,replogle;sciplex3
NUDT9,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.3740911430621938,-0.8346339269602272,1.5045382331226522,3.3542213459467143,2.1191371865641107,replogle;sciplex3
MTA3,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.2514812101003163,-0.7148749775918488,1.4789350017312468,5.178637500922193,2.0830751187859304,replogle;sciplex3
CEP85L,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.066268708999725,-0.7933579184671129,1.282354098640824,4.072205141850825,1.8061915589426822,replogle;sciplex3
TMEM43,2,6,6,6,0,1,5,0.8333333333333334,1.0,-1.096741515301716,-0.6236750396758075,1.2332151346271136,4.103317323153059,1.7369794886488195,replogle;sciplex3
CETP,2,6,6,1,5,5,1,0.8333333333333334,1.0,0.9946865839794544,0.9805461779797963,1.170694588210054,2.548689613443016,1.6489195032526902,norman;sciplex3
ZNF69,2,6,6,4,2,1,5,0.8333333333333334,1.0,-0.900298074973326,-1.2411826015176068,1.0174727928554181,1.5621743933887493,1.4331071050165765,dixit;sciplex3
ACTL8,2,6,6,0,6,5,1,0.8333333333333334,1.0,0.820185024351748,0.7577977657917073,0.9355135106098768,2.185219764262942,1.3176677237054393,dixit;norman
MAD1L1,2,6,6,5,1,5,1,0.8333333333333334,1.0,0.2909176374451727,0.6064344665031682,0.8890672997877908,1.7944489870278542,1.2522483874857162,norman;replogle
AFMID,2,6,6,6,0,1,5,0.8333333333333334,1.0,-0.6526346548041772,-0.4972180721979724,0.8467038495274818,2.253945719318576,1.1925796061803353,replogle;sciplex3
CTD-2555C10.3,2,6,6,0,6,5,1,0.8333333333333334,1.0,0.5125015861760442,0.5856296515069843,0.7071857005851285,1.094539362202794,0.9960687491510021,adamson;norman
AC005307.3,2,6,6,0,6,1,5,0.8333333333333334,1.0,-0.4453309098470535,-0.538023456530038,0.5848537673697107,0.8205040032004691,0.8237646208318278,adamson;norman
RP11-185E8.1,2,6,6,0,6,5,1,0.8333333333333334,1.0,0.3748215785948723,0.5268302356214546,0.5551336192094042,0.6613128956729196,0.7819038892331471,adamson;norman
ERC1,2,6,6,5,1,1,5,0.8333333333333334,1.0,-0.36721245621473203,-0.483413488845152,0.5264784571715769,0.7858997844943141,0.7415431871090492,adamson;replogle
SHROOM1,2,65,65,65,0,11,54,0.8307692307692308,1.0,-0.9889344408659433,-0.7105134969940072,1.1868568797470547,3.915846144983842,3.5881558414336774,replogle;sciplex3
RASSF5,2,65,65,65,0,11,54,0.8307692307692308,1.0,-0.699071007902474,-0.638717491243697,0.9442244342810177,3.6693777862000188,2.8546191856021474,replogle;sciplex3
CDC42BPB,2,65,65,64,1,11,54,0.8307692307692308,1.0,-0.49989463978957155,-0.5733115122630086,0.6610081745926066,1.5309904918993726,1.9983878287037915,adamson;replogle
CYB5RL,2,53,53,53,0,9,44,0.8301886792452831,1.0,-1.3395636809088862,-0.9351168497153497,1.5368735062172103,3.076471327652215,4.420705024888658,replogle;sciplex3
TEKT2,2,47,47,46,1,8,39,0.8297872340425532,1.0,-0.488901480261419,-0.5543624012091697,0.7209224747917691,2.023506893224501,2.0114782616706632,dixit;replogle
HUS1,2,93,93,93,0,16,77,0.8279569892473119,1.0,-1.1561946381660877,-0.7260661413450349,1.3614295010427664,3.2920092208543794,4.448239443654329,replogle;sciplex3
VPS37C,2,87,87,87,0,15,72,0.8275862068965517,1.0,-0.8314009397982348,-0.6663386259670365,1.001454724056505,3.317483599761525,3.2231360406137424,replogle;sciplex3
COX16,2,29,29,29,0,5,24,0.8275862068965517,1.0,-1.0196592282492138,-1.4618158665767598,1.8627065075957365,3.2087659659985484,4.554113170219522,replogle;sciplex3
PIGW,2,29,29,29,0,5,24,0.8275862068965517,1.0,-0.9128008115524644,-1.3608148147255572,1.7002493723277545,2.8768644583682876,4.156923287485393,replogle;sciplex3
CEP68,2,29,29,29,0,5,24,0.8275862068965517,1.0,-0.5895325645267655,-0.6292880228257189,0.7827444672253232,3.35186939203663,1.913724396501092,replogle;sciplex3
ZNF101,2,81,81,81,0,14,67,0.8271604938271605,1.0,-0.763257610932611,-0.6895697133416034,0.9522197137270008,3.142198297264873,3.0147870535585337,replogle;sciplex3
JOSD2,2,52,52,52,0,9,43,0.8269230769230769,1.0,-0.6197783953331211,-0.704745390151128,1.5849257098945464,3.8027100157303755,4.519712066818687,replogle;sciplex3
RNF113A,2,52,52,52,0,9,43,0.8269230769230769,1.0,-0.5337971878435942,-0.7123426245746861,1.1317136922463447,2.7781880878478695,3.2272932409999604,replogle;sciplex3
ZNF771,2,52,52,52,0,9,43,0.8269230769230769,1.0,-0.6485482866069122,-0.5982407256325001,0.8779987479069485,3.4703603651697548,2.5037776286882027,replogle;sciplex3
SMIM10,2,52,52,52,0,9,43,0.8269230769230769,1.0,-0.5901399533407823,-0.6031307751992919,0.8505083598277411,2.5111935920705246,2.4253836459624196,replogle;sciplex3
GORASP1,2,98,98,98,0,17,81,0.826530612244898,1.0,-0.49456515555637237,-0.6539706372249824,1.1776891649024974,3.3913561507864767,3.8850872164862316,replogle;sciplex3
LDLRAP1,2,69,69,69,0,12,57,0.8260869565217391,1.0,-0.8933633619297764,-0.6769540513239873,1.0801153813623072,3.533162860817618,3.2926484077979175,replogle;sciplex3
LRRC8C,2,46,46,46,0,8,38,0.8260869565217391,1.0,-1.2875856599281184,-1.2821125990111113,1.7003215234610456,2.7017963165778425,4.697302223168957,replogle;sciplex3
UCKL1,2,46,46,46,0,8,38,0.8260869565217391,1.0,-0.8806429284133377,-0.7169450177406791,1.5093015618141548,2.766220359305921,4.169591153154882,replogle;sciplex3
CLK1,2,23,23,23,0,4,19,0.8260869565217391,1.0,-1.533272326690442,-2.2702249366480083,1.78323588544564,2.8715238351601475,4.06640018248668,replogle;sciplex3
UBL7-AS1,2,23,23,23,0,4,19,0.8260869565217391,1.0,-0.8261140091192677,-0.7529352831773601,1.6395777177953965,3.2231461662657064,3.7388094223878467,replogle;sciplex3
GOLT1B,2,23,23,23,0,4,19,0.8260869565217391,1.0,-0.9845508397449348,-0.6201607831658205,1.3451695380921043,3.659878272662069,3.0674560218410334,replogle;sciplex3
AC012146.1,2,23,23,23,0,4,19,0.8260869565217391,1.0,-0.46963853402548617,-0.7665333433323731,0.872577354786717,2.720843647984884,1.9897809054306488,replogle;sciplex3
RASA3,2,63,63,63,0,11,52,0.8253968253968254,1.0,-1.3378699428661727,-0.9788606663259714,1.5131023068111205,3.7878515238695183,4.511511886598591,replogle;sciplex3
THAP1,2,40,40,40,0,7,33,0.825,1.0,-1.7714314827573054,-2.433982262375806,2.065950161394942,2.9485583665658797,5.497686263990735,replogle;sciplex3
C4orf46,2,74,74,74,0,13,61,0.8243243243243243,1.0,-0.631079101331803,-0.6925533098663896,1.4018283304225683,3.069549232840074,4.333496054549339,replogle;sciplex3
A1BG,2,74,74,74,0,13,61,0.8243243243243243,1.0,-0.5970289701755809,-0.6510066905237832,0.9258244768488372,2.5450158094563413,2.8620171461510155,replogle;sciplex3
ATP2A1,2,34,34,32,2,6,28,0.8235294117647058,1.0,-1.3976511510300857,-2.2702249366480083,2.1077584013322532,2.85768614325476,5.3603898232836915,adamson;sciplex3
AC064834.1,2,34,34,32,2,28,6,0.8235294117647058,1.0,1.6452049696728765,1.781120351184942,2.000728822169273,5.352480923750846,5.088195312483525,dixit;sciplex3
SPATA21,2,34,34,31,3,6,28,0.8235294117647058,1.0,-1.4080363931237923,-1.8316083479604637,1.8444041122853767,2.571481605586306,4.690634859890968,dixit;sciplex3
AP3S2,2,34,34,34,0,6,28,0.8235294117647058,1.0,-1.205231693923698,-0.6924842909082889,1.4036867802003123,3.1193803030363,3.569815367315205,replogle;sciplex3
RTL8C,2,34,34,34,0,6,28,0.8235294117647058,1.0,-0.9915721145649582,-0.6460293843829081,1.168808024311563,3.108123558004464,2.9724785511147416,replogle;sciplex3
HEATR6,2,34,34,34,0,6,28,0.8235294117647058,1.0,-0.5399366535629857,-0.5283299450074542,0.713556897225507,3.7064370397537414,1.814697134075641,replogle;sciplex3
DISP2,2,17,17,14,3,3,14,0.8235294117647058,1.0,-0.4757922227231605,-1.478484530747668,1.5987452262512152,3.391035656073975,3.3054179944113415,norman;sciplex3
ALMS1,2,17,17,16,1,3,14,0.8235294117647058,1.0,-0.5751763774719891,-0.7065900682730397,0.7498746772456382,1.963710711496749,1.5503716358441546,norman;replogle
PTK7,2,96,96,96,0,17,79,0.8229166666666666,1.0,-1.3141146839306719,-0.9931375240490922,1.8533015853980424,3.4908225799603434,6.06010185812984,replogle;sciplex3
CCDC136,2,62,62,62,0,11,51,0.8225806451612904,1.0,-0.7677299209206431,-0.6697933846809896,1.2481176173862196,2.501030971537852,3.694684535870039,replogle;sciplex3
SNAPC2,2,45,45,45,0,8,37,0.8222222222222222,1.0,-1.2287227373317773,-0.8295010188130003,1.4124481824200559,2.859075653452438,3.8620752557797347,replogle;sciplex3
ZMYM5,2,45,45,44,1,8,37,0.8222222222222222,1.0,-0.501316504912925,-0.603260011968402,0.7344106624115697,1.8811527834997754,2.008108532534477,norman;replogle
MSANTD4,2,118,118,118,0,21,97,0.8220338983050848,1.0,-0.9537122836117425,-0.7556853542170435,1.1659358500478307,2.9260837663915438,3.9785694447847977,replogle;sciplex3
GMPPB,2,73,73,73,0,13,60,0.821917808219178,1.0,-0.6880654811513274,-0.6233786373374688,0.8830491671613336,2.44133832879562,2.713353720558881,replogle;sciplex3
DENND4A,2,28,28,27,1,5,23,0.8214285714285714,1.0,-0.4445658636912576,-0.5378466198166088,0.6480323744221671,1.8783907729997342,1.5569049056685518,adamson;replogle
ORMDL3,2,67,67,67,0,12,55,0.8208955223880597,1.0,-0.9920793993774644,-0.7401407875225334,1.1960479067729768,2.571481605586306,3.5984258120949697,replogle;sciplex3
TRAPPC9,2,67,67,66,1,12,55,0.8208955223880597,1.0,-0.511005511460561,-0.6265343716363672,0.7068137888820847,1.5451055838047445,2.126517648544915,norman;replogle
RAB8B,2,78,78,77,1,14,64,0.8205128205128205,1.0,-0.4222741879244635,-0.5922892890146484,0.7254000547190581,1.6361298373319282,2.2589354598702824,adamson;replogle
TBCC,2,39,39,39,0,7,32,0.8205128205128205,1.0,-1.6373392798793163,-2.5690557917172048,2.486258900245034,2.8592530664628515,6.53642816355385,replogle;sciplex3
ICAM3,2,39,39,39,0,7,32,0.8205128205128205,1.0,-0.38988591084087215,-0.611345387648941,1.367753097784739,2.985289122063617,3.595852333909025,replogle;sciplex3
ENDOV,2,50,50,50,0,9,41,0.82,1.0,-0.5565470765336125,-0.6268622332262342,0.8754494334595491,2.6833552378871834,2.4516218029420713,replogle;sciplex3
ZNF408,2,61,61,61,0,11,50,0.819672131147541,1.0,-0.7608113112655562,-0.5787271305848602,1.0743473795509673,2.6536356369203626,3.1568054340022624,replogle;sciplex3
ARRDC2,2,94,94,94,0,17,77,0.8191489361702128,1.0,-0.708179635634983,-0.6166641857177689,0.9076852594430248,3.6686229421522336,2.9409913491603525,replogle;sciplex3
AC005921.2,2,77,77,77,0,14,63,0.8181818181818182,1.0,-0.8482115121387505,-0.6424341330491865,1.0325705671650716,2.7600640210177727,3.1969983224128584,replogle;sciplex3
EIF3C,2,44,44,44,0,8,36,0.8181818181818182,1.0,-0.45172934338819815,-0.677895711460486,1.2491995565690068,2.739231622620525,3.379405645836806,replogle;sciplex3
ZNF184,2,33,33,32,1,6,27,0.8181818181818182,1.0,-1.3967902949873487,-2.2286335448176975,2.3498116583284028,3.0913491525908094,5.888760567954624,norman;sciplex3
TP53TG1,2,33,33,31,2,6,27,0.8181818181818182,1.0,-1.178078215378786,-2.272874994239235,2.2753920232462193,3.593436360574474,5.702260764448973,norman;sciplex3
KDELC1,2,33,33,31,2,6,27,0.8181818181818182,1.0,-1.2476709252856888,-2.180060795405709,2.129583940483886,2.876638335143167,5.336857484055558,adamson;sciplex3
TMEM134,2,33,33,33,0,6,27,0.8181818181818182,1.0,-1.4195361063097567,-2.272874994239235,1.6490561970808466,2.620123904860442,4.132627852659046,replogle;sciplex3
SND1-IT1,2,33,33,33,0,6,27,0.8181818181818182,1.0,-1.1324453242252006,-0.8595100518721268,1.3773016090656391,2.6469197080783418,3.4515955254966557,replogle;sciplex3
ZBTB1,2,33,33,31,2,6,27,0.8181818181818182,1.0,-0.506515170411959,-0.6021609339922942,0.7054724249623132,1.643573196461336,1.7679536924472936,norman;replogle
CDH18,2,22,22,20,2,4,18,0.8181818181818182,1.0,-1.4080597041345895,-1.8896930079274004,2.3243616582746203,2.9982956215357968,5.179333043527466,norman;sciplex3
MAN2C1,2,22,22,22,0,4,18,0.8181818181818182,1.0,-0.8240702777702509,-0.5469863181629202,1.0437700754823764,3.907007679803245,2.3258139810325136,replogle;sciplex3
EAF1,2,11,11,11,0,2,9,0.8181818181818182,1.0,-1.5434058915290498,-2.480857052375557,1.8166582551702115,3.184240980862907,3.208096668202843,replogle;sciplex3
PRKACA,2,11,11,11,0,2,9,0.8181818181818182,1.0,-1.4523918395135964,-1.0017020336637328,1.6818302513098393,3.8042333704580247,2.9699994538622336,replogle;sciplex3
GOT1,2,11,11,11,0,2,9,0.8181818181818182,1.0,-1.4361399930118723,-0.8697933047634021,1.6762888144831196,3.950666382196253,2.9602136479902366,replogle;sciplex3
NATD1,2,11,11,10,1,2,9,0.8181818181818182,1.0,-0.8152887526526023,-1.603320036731741,1.6573440911810857,3.1785049325892993,2.9267585369189555,norman;sciplex3
AL157938.3,2,11,11,11,0,9,2,0.8181818181818182,1.0,0.7049401696116128,0.6468599108075805,1.2737557137328606,2.944012006780558,2.2493671826833808,replogle;sciplex3
SDPR,2,11,11,0,11,9,2,0.8181818181818182,1.0,0.672473664500088,0.880035732885041,0.981161090414794,1.7045463697724685,1.7326646969355555,adamson;norman
CD3E,2,11,11,0,11,9,2,0.8181818181818182,1.0,0.6332001992577833,0.8056827730803613,0.8369629690582538,1.105067941950612,1.478020483381101,adamson;norman
TTBK2,2,71,71,69,2,13,58,0.8169014084507042,1.0,-0.4572374444297632,-0.620151799328309,0.6928554632544861,1.3967412364542886,2.1024803408305597,adamson;replogle
SGSM2,2,60,60,60,0,11,49,0.8166666666666667,1.0,-0.5044715163474647,-0.5846205997393595,0.7173427056798616,2.904962975891585,2.091799112816754,replogle;sciplex3
RFXAP,2,49,49,49,0,9,40,0.8163265306122449,1.0,-1.5366630983800589,-2.549402704271798,2.4357123345596525,3.127805180435246,6.756248482625481,replogle;sciplex3
CYTH1,2,49,49,48,1,9,40,0.8163265306122449,1.0,-0.4131787250490632,-0.5778316820715856,0.673532810761164,1.2670483774049832,1.8682645590519928,norman;replogle
POLR2M,2,65,65,65,0,12,53,0.8153846153846154,1.0,-0.6348045957330197,-0.6433669738093037,1.2058948797476998,2.793854436040829,3.578199135794882,replogle;sciplex3
NCAM2,2,65,65,65,0,12,53,0.8153846153846154,1.0,-0.7602252226778988,-0.6430646971479361,0.9942050571341893,3.0200509641059594,2.95006118359567,replogle;sciplex3
SEZ6L2,2,92,92,92,0,17,75,0.8152173913043478,1.0,-0.6471091644282759,-0.6348294546835421,0.8777602852058576,2.9538063325561192,2.8171567733895153,replogle;sciplex3
PRICKLE3,2,81,81,81,0,15,66,0.8148148148148148,1.0,-0.8171617721324935,-0.6327130708140987,1.0130235851490033,3.4668988581412488,3.1594258178585712,replogle;sciplex3
CCDC102A,2,27,27,25,2,5,22,0.8148148148148148,1.0,-1.5177290436372404,-2.4913322898993466,2.143896974465708,2.849141606579976,5.056019996244692,dixit;sciplex3
ROR2,2,27,27,27,0,5,22,0.8148148148148148,1.0,-0.628593741048489,-0.8438948428702071,1.2401830476219653,2.3002193384537564,2.9247628792157876,replogle;sciplex3
HELQ,2,27,27,27,0,5,22,0.8148148148148148,1.0,-0.9009628012072569,-0.5841208387223742,1.109651018319392,3.432516071992156,2.616925068833745,replogle;sciplex3
PCCA,2,27,27,26,1,5,22,0.8148148148148148,1.0,-0.4986790402034413,-0.6668884564876145,0.7029489728849042,1.1513299716243637,1.657786780603805,dixit;replogle
MYBL1,2,43,43,42,1,8,35,0.813953488372093,1.0,-1.6625241070568542,-2.508482192827735,2.6819240456616,3.2389987423870545,7.175187617866637,adamson;sciplex3
LRRC57,2,43,43,43,0,8,35,0.813953488372093,1.0,-1.1890210620336217,-0.6974365142853411,1.4164334025419707,3.1612594294077216,3.789509038442854,replogle;sciplex3
ZNF213-AS1,2,102,102,102,0,19,83,0.8137254901960784,1.0,-0.9122754629076201,-0.6580521520088068,1.1712486184330306,3.163322125577357,3.836769096882749,replogle;sciplex3
CCDC88B,2,96,96,96,0,18,78,0.8125,1.0,-0.8259027459604448,-0.7500412633208213,1.213416746887718,2.9621850576298026,3.9175209037279513,replogle;sciplex3
DEDD,2,80,80,80,0,15,65,0.8125,1.0,-0.8325219085387534,-0.7314784994247385,1.856499157011602,3.4122194250175055,5.757538846665913,replogle;sciplex3
CMTR2,2,80,80,80,0,15,65,0.8125,1.0,-0.801699262565102,-0.6560174011242466,1.0177611625287384,2.872716533188372,3.1563706386592507,replogle;sciplex3
BAIAP2,2,64,64,64,0,12,52,0.8125,1.0,-0.859169207273618,-0.6672927938643567,1.2415236657096955,3.34173834285658,3.657509108749123,replogle;sciplex3
TRMT5,2,48,48,48,0,9,39,0.8125,1.0,-1.0541140258021182,-2.3065890716417248,2.074064516323458,3.007781990645235,5.696560537226234,replogle;sciplex3
FAHD1,2,48,48,48,0,9,39,0.8125,1.0,-0.996088762285749,-0.683204569004602,1.2197201246681046,2.955055005934643,3.3500450318496204,replogle;sciplex3
AC010336.1,2,32,32,31,1,6,26,0.8125,1.0,-1.5445986125096285,-2.44640892499817,2.257148780682467,2.6284856880156067,5.569706817747642,dixit;sciplex3
ELMOD2,2,32,32,32,0,6,26,0.8125,1.0,-1.3002253074157577,-0.8990629108043245,1.5180638797662966,3.3556155440011293,3.745951889956625,replogle;sciplex3
IGFBP4,2,32,32,0,32,26,6,0.8125,1.0,0.9618279977624999,1.0206926631445696,1.2157910858526366,2.6522817423420886,3.000068031750566,adamson;norman
ZNF316,2,32,32,32,0,6,26,0.8125,1.0,-0.9952644121028319,-0.6432178578481988,1.2111714112517682,3.250392307086138,2.988668591296998,replogle;sciplex3
RGP1,2,32,32,32,0,6,26,0.8125,1.0,-0.9127795687885691,-0.5388800751885872,1.1318467102123322,3.323185164609801,2.7929281368013252,replogle;sciplex3
CDC26,2,16,16,15,1,3,13,0.8125,1.0,-1.252319741041915,-2.253167484683004,2.299133075569065,3.0394238392909263,4.597069446025988,adamson;sciplex3
CDK2AP1,2,16,16,15,1,3,13,0.8125,1.0,-1.3296271821269852,-2.3672824820395006,2.283923695017974,2.6085008892117885,4.566658601448365,dixit;sciplex3
PPP1R3F,2,16,16,15,1,13,3,0.8125,1.0,1.513356672955742,2.423046660762083,2.262602627135488,2.7901995058649516,4.524027563358079,dixit;sciplex3
