gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
AC012414.5,1,4,4,4,0,4,0,1.0,1.0,2.3691758586818006,2.320438768484439,2.3691758586818006,3.6785128513897103,1.6559828602156093,sciplex3
AC005972.4,1,4,4,4,0,4,0,1.0,1.0,2.363652854252991,2.372932005729523,2.363652854252991,2.62889063528592,1.6521224457860566,sciplex3
Acsl4,1,4,4,4,0,4,0,1.0,1.0,2.3561520739334316,2.4917128737354455,2.3561520739334316,3.005612650673225,1.6468796253335705,sciplex3
Snd1,1,4,4,4,0,4,0,1.0,1.0,2.3309955450202153,2.3190257600277002,2.3309955450202153,3.345333666041788,1.6292959662100206,sciplex3
Ugdh,1,4,4,4,0,0,4,1.0,1.0,-2.320165154928865,-2.320165154928865,2.320165154928865,2.320165154928865,1.6217258484009087,sciplex3
LINC02042,1,4,4,4,0,4,0,1.0,1.0,2.31967016459353,2.411580942533489,2.31967016459353,3.206837191870129,1.6213798650040732,sciplex3
AC011815.1,1,4,4,4,0,4,0,1.0,1.0,2.3082590205954134,2.6470599290155414,2.3082590205954134,2.672780638203972,1.6134038176342307,sciplex3
Tbc1d5,1,4,4,4,0,4,0,1.0,1.0,2.3062869845216,2.1342952829971624,2.3062869845216,3.436890080902332,1.6120254235711664,sciplex3
AP005212.5,1,4,4,4,0,0,4,1.0,1.0,-2.3027344861319086,-2.353618624356335,2.3027344861319086,3.2957908856612788,1.6095423337563204,sciplex3
AC011726.2,1,4,4,4,0,4,0,1.0,1.0,2.2998990959600216,2.40945103930423,2.2998990959600216,2.661930711040368,1.6075604810755821,sciplex3
AL590714.1,1,4,4,4,0,4,0,1.0,1.0,2.2878146305990255,2.5050552152895005,2.2878146305990255,2.7339460832982114,1.5991138022698081,sciplex3
AC090616.7,1,4,4,4,0,4,0,1.0,1.0,2.287016224838852,2.4022965213021528,2.287016224838852,2.683853880830344,1.5985557405921578,sciplex3
Cdk14,1,4,4,4,0,4,0,1.0,1.0,2.2839105715427768,2.059347315445045,2.2839105715427768,3.3944372660153137,1.5963849820943339,sciplex3
Zswim6,1,4,4,4,0,4,0,1.0,1.0,2.2819759958894448,2.311445535381857,2.2819759958894448,3.095669574782238,1.5950327717415362,sciplex3
DIAPH3,1,4,4,4,0,0,4,1.0,1.0,-2.2751616545514652,-2.008246488021456,2.2751616545514652,3.2106900881734215,1.5902697515469815,sciplex3
AC020922.2,1,4,4,4,0,4,0,1.0,1.0,2.2745899900601656,2.382628967187145,2.2745899900601656,2.6605263966841037,1.589870175215019,sciplex3
C5orf47,1,4,4,4,0,4,0,1.0,1.0,2.2740307141651113,2.4917667982310725,2.2740307141651113,2.8629372026380357,1.589479258140228,sciplex3
CRMP1,1,4,4,4,0,4,0,1.0,1.0,2.2701650689012305,2.3080601141106163,2.2701650689012305,3.0025824596034827,1.5867772880533717,sciplex3
AC006116.8,1,4,4,4,0,4,0,1.0,1.0,2.261936279281262,2.415174744630182,2.261936279281262,2.8673639280032344,1.5810256109370222,sciplex3
AC011495.2,1,4,4,4,0,4,0,1.0,1.0,2.257831704959825,2.4779414868751015,2.257831704959825,2.693062190539153,1.5781566366057698,sciplex3
MTND4P12,1,4,4,4,0,4,0,1.0,1.0,2.2466498174932603,2.465157061329183,2.2466498174932603,2.6288966005793966,1.57034083267478,sciplex3
AC022140.1,1,4,4,4,0,4,0,1.0,1.0,2.244785321428739,2.313526679980598,2.244785321428739,2.7291913194708086,1.569037605852477,sciplex3
COL4A3,1,4,4,4,0,0,4,1.0,1.0,-2.2445615601115274,-2.511590393455251,2.2445615601115274,2.511590393455251,1.5688812034036155,sciplex3
TPRKBP2,1,4,4,4,0,4,0,1.0,1.0,2.236720351595377,2.485438736795108,2.236720351595377,2.6840248431904885,1.5634004338530822,sciplex3
FPR1,1,4,4,4,0,4,0,1.0,1.0,2.2334414427440614,2.4292949317161936,2.2334414427440614,2.739231622620525,1.5611085749190607,sciplex3
MYO1G,1,4,4,0,4,4,0,1.0,1.0,2.2275703549095964,2.2051629457006277,2.2275703549095964,2.359400031474992,1.5570048606299476,norman
AC022540.1,1,4,4,4,0,4,0,1.0,1.0,2.2195480219408186,2.4397703301869518,2.2195480219408186,2.523736874915501,1.551397490519976,sciplex3
ZAN,1,4,4,4,0,4,0,1.0,1.0,2.2126636184206228,1.9027917597776562,2.2126636184206228,3.705731264921794,1.546585498961614,sciplex3
AL513165.1,1,4,4,4,0,4,0,1.0,1.0,2.2071479011201807,2.3919253734453587,2.2071479011201807,2.5286539706781137,1.5427301780162077,sciplex3
SORCS2,1,4,4,4,0,0,4,1.0,1.0,-2.2012417728739186,-2.1771544720223344,2.2012417728739186,2.4173080183321614,1.5386019715303088,sciplex3
C13orf42,1,4,4,4,0,4,0,1.0,1.0,2.1998643924675836,1.4744445888016982,2.1998643924675836,4.553067836469451,1.5376392239417205,sciplex3
AL136164.3,1,4,4,4,0,0,4,1.0,1.0,-2.182994118013493,-2.2702249366480083,2.182994118013493,2.272874994239235,1.5258474081333948,sciplex3
RAB17,1,4,4,4,0,4,0,1.0,1.0,2.180902949239571,2.164187045900555,2.180902949239571,2.6212974559815834,1.5243857438864192,sciplex3
SEC14L4,1,4,4,4,0,0,4,1.0,1.0,-2.164948522688923,-1.9166783068824746,2.164948522688923,3.6686229421522336,1.5132340782911342,sciplex3
AC005833.3,1,4,4,4,0,4,0,1.0,1.0,2.15956716001887,2.358899238492508,2.15956716001887,2.5153185783592975,1.5094726672023135,sciplex3
AL157832.3,1,4,4,4,0,4,0,1.0,1.0,2.156698525067527,2.1410626211884836,2.156698525067527,2.7363044805076826,1.5074675774179347,sciplex3
AP005899.1,1,4,4,4,0,4,0,1.0,1.0,2.1528502746103944,2.438816407291987,2.1528502746103944,2.4912230752684823,1.5047777657792267,sciplex3
FGFBP1,1,4,4,4,0,4,0,1.0,1.0,2.1476274644980524,2.0669739908228064,2.1476274644980524,2.7130284215738634,1.501127178172357,sciplex3
SHANK1,1,4,4,4,0,4,0,1.0,1.0,2.144631805502452,2.277207199261803,2.144631805502452,2.8086811789940858,1.4990333023912128,sciplex3
TDRD1,1,4,4,4,0,4,0,1.0,1.0,2.1350708122360307,2.155115814478955,2.1350708122360307,2.3134920673894093,1.4923504548863256,sciplex3
AC008569.2,1,4,4,4,0,4,0,1.0,1.0,2.1041811334433094,2.405857787587604,2.1041811334433094,2.421248554162519,1.470759495966639,sciplex3
AP002383.3,1,4,4,4,0,4,0,1.0,1.0,2.1028705452880185,1.9200527081329462,2.1028705452880185,3.4262098815052804,1.4698434341580526,sciplex3
Exoc4,1,4,4,4,0,4,0,1.0,1.0,2.0945464577902846,1.8985651533448507,2.0945464577902846,3.095669574782238,1.4640251466836682,sciplex3
GPR20,1,4,4,4,0,4,0,1.0,1.0,2.085043317161797,1.8588009543101993,2.085043317161797,3.4374840400005002,1.4573827364373684,sciplex3
ELFN2,1,4,4,4,0,4,0,1.0,1.0,2.0818906336589222,1.9934091394313986,2.0818906336589222,3.0750346733154763,1.455179105235694,sciplex3
AC084036.1,1,4,4,4,0,4,0,1.0,1.0,2.0802721753893554,1.8321099549266562,2.0802721753893554,2.9368850094872316,1.4540478514519972,sciplex3
U91328.3,1,4,4,4,0,4,0,1.0,1.0,2.079044171766876,1.9466624589313384,2.079044171766876,3.1049127316723166,1.453189513754668,sciplex3
AL512353.1,1,4,4,4,0,4,0,1.0,1.0,2.073822687106212,2.2607063638666034,2.073822687106212,2.6228006978509635,1.4495398525987635,sciplex3
Pbx1,1,4,4,4,0,4,0,1.0,1.0,2.0625118256219928,1.990627068542198,2.0625118256219928,2.5705290120388664,1.4416338996980944,sciplex3
AC022336.3,1,4,4,4,0,4,0,1.0,1.0,2.0597437604327697,2.037970472222246,2.0597437604327697,2.469312199048933,1.4396991051607808,sciplex3
Sparc,1,4,4,4,0,4,0,1.0,1.0,2.059558172559447,1.9580675719975495,2.059558172559447,2.9113448117816683,1.43956938480416,sciplex3
SERPINA5,1,4,4,4,0,4,0,1.0,1.0,2.0566020987417786,1.9816869061801747,2.0566020987417786,2.4532649937307847,1.4375031778750065,sciplex3
EFCAB14-AS1,1,4,4,4,0,4,0,1.0,1.0,2.052488598103084,2.1069760277285816,2.052488598103084,2.6423448954827564,1.4346279643157418,sciplex3
RN7SL663P,1,4,4,4,0,4,0,1.0,1.0,2.0520691284788932,1.9945105444500195,2.0520691284788932,2.6040518721366794,1.4343347676307023,sciplex3
CDHR4,1,4,4,4,0,4,0,1.0,1.0,2.0473693136541256,1.9973572779852113,2.0473693136541256,2.66542656349595,1.431049738042256,sciplex3
AC073655.1,1,4,4,4,0,4,0,1.0,1.0,2.044339439037761,1.96665007151192,2.044339439037761,2.515519791347349,1.4289319465685182,sciplex3
RN7SKP95,1,4,4,4,0,4,0,1.0,1.0,2.0412364348471512,2.0888192073642395,2.0412364348471512,2.7905546326750286,1.426763039715953,sciplex3
GLT8D2,1,4,4,4,0,4,0,1.0,1.0,2.0343045191425473,2.106975414912548,2.0343045191425473,2.47541463873937,1.421917838565849,sciplex3
Birc6,1,4,4,4,0,4,0,1.0,1.0,2.019342418587535,2.10797118563824,2.019342418587535,2.5291690210172,1.411459779076036,sciplex3
AC083973.1,1,4,4,4,0,4,0,1.0,1.0,2.0192850064365158,2.036208197202824,2.0192850064365158,2.7385880451938154,1.4114196497045892,sciplex3
AC107021.2,1,4,4,4,0,4,0,1.0,1.0,2.0141132435869964,1.8993307611518313,2.0141132435869964,2.6842568717394384,1.4078047426032358,sciplex3
SLA,1,4,4,0,4,4,0,1.0,1.0,2.013676714696328,1.990499441397878,2.013676714696328,2.3506337105265764,1.4074996220026328,norman
AC068282.1,1,4,4,4,0,4,0,1.0,1.0,2.013503888437873,1.81181682104943,2.013503888437873,3.141175539120416,1.407378821632011,sciplex3
AL035448.1,1,4,4,4,0,4,0,1.0,1.0,2.004483252625076,1.9726536328992048,2.004483252625076,2.655359052694606,1.4010736677788265,sciplex3
SCML4,1,4,4,4,0,4,0,1.0,1.0,1.9989755910150662,2.007205678793717,1.9989755910150662,2.761613545412697,1.3972239775193966,sciplex3
LINC00658,1,4,4,4,0,4,0,1.0,1.0,1.995926806934967,1.9830735261080288,1.995926806934967,2.3134920673894093,1.39509296889771,sciplex3
DHX58,1,4,4,4,0,4,0,1.0,1.0,1.9938555311491724,2.0156254143635843,1.9938555311491724,2.661843959250836,1.3936452092527323,sciplex3
CEP170P1,1,4,4,4,0,4,0,1.0,1.0,1.9809027075965835,2.01575249056234,1.9809027075965835,2.647302896966445,1.3845915741180155,sciplex3
AC008897.2,1,4,4,4,0,4,0,1.0,1.0,1.9799500728843804,1.972897540880128,1.9799500728843804,2.592844525258546,1.3839257110290961,sciplex3
AC006504.1,1,4,4,4,0,4,0,1.0,1.0,1.9763539723408916,2.0346397179708546,1.9763539723408916,2.593631560201888,1.3814121446166212,sciplex3
AC005332.10,1,4,4,4,0,4,0,1.0,1.0,1.9751365982592577,1.5351490121881892,1.9751365982592577,3.7304302662162403,1.3805612366495028,sciplex3
AC092653.1,1,4,4,4,0,4,0,1.0,1.0,1.9687327310262468,1.9476443584753995,1.9687327310262468,2.762819896678478,1.376085125541878,sciplex3
AC004461.2,1,4,4,4,0,4,0,1.0,1.0,1.9660187082662106,1.988297126068786,1.9660187082662106,2.6904778462432337,1.3741881050415274,sciplex3
AC022126.1,1,4,4,4,0,4,0,1.0,1.0,1.9595343900879965,1.908719730080367,1.9595343900879965,2.66542656349595,1.3696557611363849,sciplex3
ITGAD,1,4,4,4,0,4,0,1.0,1.0,1.958671361968164,1.932896310844307,1.958671361968164,2.7974066471155936,1.3690525303677235,sciplex3
RNU6-1267P,1,4,4,4,0,4,0,1.0,1.0,1.947749575898898,2.0104734342158834,1.947749575898898,2.450328523704912,1.3614185295115317,sciplex3
CSPG4,1,4,4,4,0,4,0,1.0,1.0,1.946284720236877,1.9638448928968941,1.946284720236877,2.6691014569200227,1.360394639343097,sciplex3
TMPRSS11D,1,4,4,4,0,4,0,1.0,1.0,1.9382966221308242,1.862505190256151,1.9382966221308242,2.79640781605264,1.3548111983752729,sciplex3
ASB16,1,4,4,4,0,4,0,1.0,1.0,1.9377146798815679,1.957691969240118,1.9377146798815679,2.653411015426317,1.354404438198787,sciplex3
CDRT1,1,4,4,4,0,4,0,1.0,1.0,1.9366051656928045,1.755190325749075,1.9366051656928045,2.523095882530318,1.353628921061456,sciplex3
AL356019.2,1,4,4,4,0,4,0,1.0,1.0,1.932217600051157,1.9337773308388357,1.932217600051157,2.455907228194704,1.3505621442858893,sciplex3
FBLN1,1,4,4,4,0,0,4,1.0,1.0,-1.9302303888692183,-1.3567516753453073,1.9302303888692183,3.6555417485605926,1.3491731432774328,sciplex3
LINC01889,1,4,4,4,0,4,0,1.0,1.0,1.928423276640317,1.8010297632361245,1.928423276640317,2.70232709665041,1.3479100260349621,sciplex3
ATP6V0E2-AS1,1,4,4,4,0,4,0,1.0,1.0,1.9267443858476283,1.9251444272720657,1.9267443858476283,2.4846933225153163,1.3467365317303168,sciplex3
AL359397.2,1,4,4,4,0,4,0,1.0,1.0,1.9216315445283918,1.9152954229054475,1.9216315445283918,2.641672646241671,1.3431628090112406,sciplex3
Wwox,1,4,4,4,0,4,0,1.0,1.0,1.9186595488496327,1.7286055575970602,1.9186595488496327,2.950165047162062,1.3410854731787718,sciplex3
AC108134.1,1,4,4,4,0,4,0,1.0,1.0,1.9172853867130517,2.0709565089705215,1.9172853867130517,2.152632854862451,1.3401249750642072,sciplex3
AC138965.2,1,4,4,4,0,4,0,1.0,1.0,1.9049522068911993,1.9036880495066406,1.9049522068911993,2.6115954624749036,1.3315044523106503,sciplex3
NID1,1,4,4,4,0,0,4,1.0,1.0,-1.904200768535604,-1.7315517971585117,1.904200768535604,2.422147682666881,1.3309792194399814,sciplex3
HOTAIRM1_5,1,4,4,4,0,4,0,1.0,1.0,1.9029475128708326,1.7614943475732194,1.9029475128708326,2.481064471420923,1.3301032313225423,sciplex3
HMGB1P24,1,4,4,4,0,4,0,1.0,1.0,1.8998485710612874,1.8061559634926532,1.8998485710612874,2.3666764500974145,1.3279371639524873,sciplex3
Maml3,1,4,4,4,0,4,0,1.0,1.0,1.8839916196540885,1.6924416824584436,1.8839916196540885,2.833144076166956,1.3168536305586414,sciplex3
FGD2,1,4,4,4,0,4,0,1.0,1.0,1.8822459403777458,1.5159039826256486,1.8822459403777458,3.141175539120416,1.3156334531072869,sciplex3
AC018754.1,1,4,4,4,0,4,0,1.0,1.0,1.8814476102003863,1.8998173275584174,1.8814476102003863,2.4858988354051093,1.3150754442597563,sciplex3
SERPINB11,1,4,4,4,0,4,0,1.0,1.0,1.8664791577928084,1.831780469790551,1.8664791577928084,2.2529620553916176,1.3046129450155282,sciplex3
FBXO47,1,4,4,4,0,4,0,1.0,1.0,1.866043021117886,1.8643872012882077,1.866043021117886,2.5348445127072243,1.3043080985619666,sciplex3
AC025884.1,1,4,4,4,0,4,0,1.0,1.0,1.8585160771631966,1.8951505700882407,1.8585160771631966,1.9155268396400134,1.2990469905133202,sciplex3
AC130343.1,1,4,4,4,0,4,0,1.0,1.0,1.8583038659488544,1.843696050272635,1.8583038659488544,2.625419851678608,1.2988986612399114,sciplex3
AL031727.2,1,4,4,4,0,4,0,1.0,1.0,1.856435917332287,1.7987019312115597,1.856435917332287,2.4737347411011346,1.29759302118729,sciplex3
RNU4ATAC17P,1,4,4,4,0,4,0,1.0,1.0,1.8477836672026233,1.7871171897530473,1.8477836672026233,2.4451712552819047,1.2915453578766425,sciplex3
ZNF321P,1,4,4,4,0,0,4,1.0,1.0,-1.8422785238425357,-1.5195393699669149,1.8422785238425357,3.11051895816392,1.2876974277983715,sciplex3
AL035661.1,1,4,4,4,0,4,0,1.0,1.0,1.8408685798658047,1.8970561842039182,1.8408685798658047,2.259411961067448,1.2867119192508423,sciplex3
Mbnl2,1,4,4,4,0,4,0,1.0,1.0,1.830371443426211,1.5378376827436089,1.830371443426211,2.8837737073453185,1.2793747357481438,sciplex3
AL139095.4,1,4,4,4,0,0,4,1.0,1.0,-1.8258225333691809,-1.8613524642978079,1.8258225333691809,1.8613524642978079,1.2761951840658572,sciplex3
RAB25,1,4,4,4,0,4,0,1.0,1.0,1.8250072509011206,1.8144829904293422,1.8250072509011206,1.8901447189352116,1.275625326075622,sciplex3
LINC00052,1,4,4,4,0,0,4,1.0,1.0,-1.8184642719638784,-1.759145198132148,1.8184642719638784,2.2729954188627572,1.2710519800594875,sciplex3
LINC02298,1,4,4,4,0,4,0,1.0,1.0,1.8154447738712427,1.6981764833530844,1.8154447738712427,2.2722275562986467,1.2689414414645852,sciplex3
AC105935.1,1,4,4,4,0,4,0,1.0,1.0,1.8076541202034522,1.649199604095513,1.8076541202034522,2.5920473488220592,1.2634960082366293,sciplex3
CA10,1,4,4,4,0,4,0,1.0,1.0,1.7999584298459854,1.7412369257921467,1.7999584298459854,2.432583111264568,1.2581169515141022,sciplex3
ZFP91-CNTF,1,4,4,4,0,4,0,1.0,1.0,1.797367126623879,1.634210492281524,1.797367126623879,2.6244311754781426,1.2563057082897104,sciplex3
Ank2,1,4,4,4,0,4,0,1.0,1.0,1.7966437516478904,1.5513317174838994,1.7966437516478904,2.7291913194708086,1.2558000908796072,sciplex3
AC226119.1,1,4,4,4,0,4,0,1.0,1.0,1.7946448547244993,1.7183833370065191,1.7946448547244993,2.424764033249383,1.2544029218883972,sciplex3
AL080251.1,1,4,4,4,0,4,0,1.0,1.0,1.7849609398684265,1.5532845445596004,1.7849609398684265,2.7569961515375714,1.2476341558794584,sciplex3
GDF9,1,4,4,4,0,4,0,1.0,1.0,1.7833301640625978,1.2925883833371952,1.7833301640625978,3.3982852925512295,1.2464942925073872,sciplex3
AC108693.1,1,4,4,4,0,4,0,1.0,1.0,1.7769271446095343,1.4787141281186367,1.7769271446095343,2.7906431376470016,1.2420187739725157,sciplex3
AC026356.1,1,4,4,4,0,4,0,1.0,1.0,1.772211840140121,1.5252308030000776,1.772211840140121,2.7383168146738948,1.2387229175870844,sciplex3
ANKRD61,1,4,4,4,0,4,0,1.0,1.0,1.770143774500373,1.6465271976625906,1.770143774500373,2.5450158094563413,1.2372774017379025,sciplex3
AC010203.2,1,4,4,4,0,4,0,1.0,1.0,1.7659008194319903,1.839442707686237,1.7659008194319903,2.0181284378470092,1.2343117034153575,sciplex3
AC092745.2,1,4,4,4,0,4,0,1.0,1.0,1.7643144982633836,1.5157095734934223,1.7643144982633836,2.6619276126131215,1.2332029125012582,sciplex3
AC040162.1,1,4,4,4,0,4,0,1.0,1.0,1.761764632028006,1.570263478908364,1.761764632028006,2.6790880777647326,1.23142063248766,sciplex3
RNU6-172P,1,4,4,4,0,4,0,1.0,1.0,1.7564997327287555,1.707849359679938,1.7564997327287555,2.451328414541952,1.2277406258016341,sciplex3
AL138733.1,1,4,4,4,0,4,0,1.0,1.0,1.7498129873923411,1.5078649808939142,1.7498129873923411,2.765357506164497,1.2230667913848468,sciplex3
AC092757.2,1,4,4,4,0,4,0,1.0,1.0,1.7464782655839486,1.628522486934092,1.7464782655839486,2.1880841413266867,1.2207359208679753,sciplex3
DCLK1,1,4,4,4,0,0,4,1.0,1.0,-1.7421727569146745,-1.7421727569146745,1.7421727569146745,1.8613524642978079,1.217726499454744,sciplex3
AP001273.1,1,4,4,4,0,4,0,1.0,1.0,1.742088336586181,1.5096613559190857,1.742088336586181,2.592844525258546,1.217667492177371,sciplex3
AC073109.1,1,4,4,4,0,4,0,1.0,1.0,1.7391399373193004,1.7262603203660638,1.7391399373193004,1.8833948796491669,1.215606649529015,sciplex3
RP11-279O9.4,1,4,4,0,4,4,0,1.0,1.0,1.7287407759032307,1.7385104188076674,1.7287407759032307,1.9885467652378497,1.2083379476289338,norman
HDHD5-AS1,1,4,4,4,0,0,4,1.0,1.0,-1.7272538921961276,-1.7272538921961276,1.7272538921961276,1.8294711254144358,1.2072986605177327,sciplex3
MMP13,1,4,4,4,0,4,0,1.0,1.0,1.71790607696122,1.5524377814695596,1.71790607696122,2.578678650635242,1.200764818062457,sciplex3
AC073655.2,1,4,4,4,0,4,0,1.0,1.0,1.706865393630293,1.4506147581740154,1.706865393630293,2.7172063205055887,1.1930477115867666,sciplex3
AC068473.5,1,4,4,4,0,4,0,1.0,1.0,1.70066671266395,1.5079030779647868,1.70066671266395,2.4858988354051093,1.1887150195248442,sciplex3
AC005674.2,1,4,4,4,0,4,0,1.0,1.0,1.699959253622807,1.5394943185516743,1.699959253622807,2.568907774143693,1.1882205268757888,sciplex3
PXT1,1,4,4,4,0,4,0,1.0,1.0,1.6991109731122254,1.460905186554231,1.6991109731122254,2.5312137054135553,1.1876276042436293,sciplex3
LRRC4,1,4,4,4,0,4,0,1.0,1.0,1.6989941091012981,1.5580918100028553,1.6989941091012981,2.2849611451665073,1.1875459198054048,sciplex3
TMPRSS11E,1,4,4,4,0,4,0,1.0,1.0,1.6950633006787512,1.6558091105667603,1.6950633006787512,2.0653871454433457,1.1847984026252532,sciplex3
AC068669.1,1,4,4,4,0,4,0,1.0,1.0,1.693527256986343,1.4055228212028499,1.693527256986343,2.7356198930091087,1.1837247541589104,sciplex3
AL121601.1,1,4,4,4,0,4,0,1.0,1.0,1.689373212301006,1.5664089176510485,1.689373212301006,2.4662959386825167,1.1808212015271882,sciplex3
AC017071.1,1,4,4,4,0,4,0,1.0,1.0,1.6878195513393444,1.4784480310035084,1.6878195513393444,2.4680124769796987,1.1797352391180789,sciplex3
AD000671.3,1,4,4,4,0,4,0,1.0,1.0,1.6877734743930026,1.3585550424887183,1.6877734743930026,2.7340127052712644,1.1797030327146947,sciplex3
AC009309.1,1,4,4,4,0,4,0,1.0,1.0,1.6805173045667572,1.4508585741366757,1.6805173045667572,2.5908272810367414,1.174631187659781,sciplex3
AC004830.1,1,4,4,4,0,4,0,1.0,1.0,1.6729152198734396,1.6377531139647616,1.6729152198734396,1.8372332178341477,1.16931755848873,sciplex3
AL592148.3,1,4,4,4,0,4,0,1.0,1.0,1.671656941600081,1.7325471276817432,1.671656941600081,1.9905344744928923,1.1684380597185446,sciplex3
AL360227.1,1,4,4,4,0,4,0,1.0,1.0,1.6641949106377232,1.6591925208640945,1.6641949106377232,1.9620291787849977,1.16322232390443,sciplex3
GLRA1,1,4,4,4,0,4,0,1.0,1.0,1.6463224299370807,1.3476222953191017,1.6463224299370807,2.685494339729693,1.1507299959916064,sciplex3
AC008870.4,1,4,4,4,0,4,0,1.0,1.0,1.6450505997866984,1.2922980714173942,1.6450505997866984,2.777986444985985,1.149841024865879,sciplex3
AC113346.2,1,4,4,4,0,4,0,1.0,1.0,1.6450438114116093,1.4094006572389217,1.6450438114116093,2.442875397151759,1.1498362799953135,sciplex3
SNTG2,1,4,4,4,0,0,4,1.0,1.0,-1.6421786252939796,-1.4965234259489497,1.6421786252939796,2.299478364520315,1.1478336008422505,sciplex3
SCIMP,1,4,4,4,0,4,0,1.0,1.0,1.6420800048057613,1.7522024170976858,1.6420800048057613,1.8372332178341477,1.1477646680791729,sciplex3
RN7SL388P,1,4,4,4,0,4,0,1.0,1.0,1.6373164225984922,1.4748598418445225,1.6373164225984922,2.3827859357128798,1.144435067003103,sciplex3
AC068658.1,1,4,4,4,0,4,0,1.0,1.0,1.6366743516333684,1.4701806749475574,1.6366743516333684,2.5294558849938875,1.1439862786578263,sciplex3
RAPGEF3,1,4,4,4,0,4,0,1.0,1.0,1.635843793420497,1.276156756481542,1.635843793420497,2.779548906463859,1.1434057433801743,sciplex3
AL049697.1,1,4,4,4,0,0,4,1.0,1.0,-1.6347820140569733,-1.5904099583032412,1.6347820140569733,2.030988219057354,1.1426635914538483,sciplex3
ACOT12,1,4,4,4,0,4,0,1.0,1.0,1.6335986301305254,1.3016624896199798,1.6335986301305254,2.7569961515375714,1.141836441585648,sciplex3
Utrn,1,4,4,4,0,4,0,1.0,1.0,1.6311268944460862,1.6743607957353852,1.6311268944460862,1.740216088723962,1.140108772483578,sciplex3
RN7SL608P,1,4,4,4,0,4,0,1.0,1.0,1.6165358206968474,1.6675687402353756,1.6165358206968474,1.7355181067417338,1.1299100496018053,sciplex3
RASSF4,1,4,4,4,0,0,4,1.0,1.0,-1.610404392170655,-1.610404392170655,1.610404392170655,1.6250366589778193,1.1256243649782665,sciplex3
TMEM221,1,4,4,4,0,4,0,1.0,1.0,1.596645153534522,1.3932976958976229,1.596645153534522,2.338162466119742,1.1160070698891085,sciplex3
AC104984.2,1,4,4,4,0,4,0,1.0,1.0,1.5962241534083856,1.7354063019396468,1.5962241534083856,1.755078076075498,1.1157128034291173,sciplex3
AP002449.1,1,4,4,4,0,4,0,1.0,1.0,1.5888534973689699,1.4305517908997682,1.5888534973689699,2.279693131299687,1.1105609359452875,sciplex3
AC079296.1,1,4,4,4,0,0,4,1.0,1.0,-1.5859671954119394,-1.6278005611706678,1.5859671954119394,1.711376259552122,1.108543497453867,sciplex3
ASB14,1,4,4,4,0,4,0,1.0,1.0,1.5821221673376575,1.3130325966295044,1.5821221673376575,2.4517912359803478,1.105855938164114,sciplex3
MRLN,1,4,4,4,0,4,0,1.0,1.0,1.574282075435925,1.364367458631497,1.574282075435925,2.3827787938718132,1.1003759490935652,sciplex3
HAAO,1,4,4,4,0,4,0,1.0,1.0,1.5523909101595699,1.4116271274274723,1.5523909101595699,2.0845021625201445,1.0850746812054308,sciplex3
SNTN,1,4,4,4,0,4,0,1.0,1.0,1.5519081065860005,1.3285353035790213,1.5519081065860005,2.2533143709772134,1.0847372159895197,sciplex3
PPP4R1-AS1,1,4,4,4,0,4,0,1.0,1.0,1.550918759351077,1.338098912768741,1.550918759351077,2.268173712805682,1.0840456919484351,sciplex3
Y_RNA:505,1,4,4,4,0,4,0,1.0,1.0,1.5499310758963436,1.2926471279880754,1.5499310758963436,2.388835634626056,1.0833553308397976,sciplex3
AC004803.1,1,4,4,4,0,4,0,1.0,1.0,1.5486920795607522,1.559950419643311,1.5486920795607522,1.7938228626408805,1.082489309565737,sciplex3
ST20-MTHFS,1,4,4,4,0,4,0,1.0,1.0,1.5440838228943987,1.2766285419659762,1.5440838228943987,2.476611978320928,1.0792682763836745,sciplex3
GLIPR1L2,1,4,4,4,0,4,0,1.0,1.0,1.5380976100829913,1.4856282146819453,1.5380976100829913,2.053228047913314,1.0750840931889287,sciplex3
CDC42-IT1,1,4,4,4,0,4,0,1.0,1.0,1.5379903635875263,1.3589414800294821,1.5379903635875263,2.2228622657310813,1.0750091311055285,sciplex3
PINLYP,1,4,4,4,0,4,0,1.0,1.0,1.537136833591533,1.5154673684092783,1.537136833591533,1.7476086647971165,1.0744125392405282,sciplex3
TNNT2,1,4,4,4,0,4,0,1.0,1.0,1.5349125227147664,1.601840119887725,1.5349125227147664,1.7075490669701632,1.07285781265735,sciplex3
Y_RNA:196,1,4,4,4,0,4,0,1.0,1.0,1.5345305848000612,1.5529652416783701,1.5345305848000612,1.609004453388193,1.0725908495114524,sciplex3
C4orf51,1,4,4,4,0,4,0,1.0,1.0,1.5261560784936257,1.5066110925815774,1.5261560784936257,1.9317231348907895,1.0667373208021311,sciplex3
CMTM5,1,4,4,0,4,4,0,1.0,1.0,1.5241419023088945,1.5864164234915603,1.5241419023088945,1.9085108258008225,1.065329472065556,norman
ZNF492,1,4,4,4,0,0,4,1.0,1.0,-1.5096795881718186,-1.5721245688604426,1.5096795881718186,1.738562433933673,1.0552207482904552,sciplex3
RN7SL737P,1,4,4,4,0,4,0,1.0,1.0,1.5022093609721552,1.2337103219181986,1.5022093609721552,2.383037724832813,1.0499992835523155,sciplex3
